,title,reviews,stars
5876,Nice meal,We had a pleasant meal that was presented beautifully. The starters and desserts were delicious but I have to say my fishcake was a bit ordinary. We were there as a gift so I am not at all aware as to whether it was good...More,3
5877,Very Average,"Slow to take order, crab salad swimming in Lemongrass, poor selection of cocktails on the set menu and steak very chewy considering it's a Steakhouse. Restaurant was very cramped and extremely noisey.",3
5878,All good,All the staff made us very welcome. Food was great and steak delivered just as ordered - not cheep but no complaints. Would return happily,4
5879,Couldn't ask for any more,We went an a busy Saturday night. Service and food was excellent. Great evening great atmosphere we will definitely be back.,5
5880,Nice ambience. Attentive staff.,Was made very welcome. Service was 10/10. Cheesecake and creamed spinach were lovely! I do love a fillet steak but I went for the Wellington (I should have asked beforehand what cut of beef they used for this as my one was a little overdone...More,4
5881,"Great service, great food!",Great experience. Food was lovely and service was swift and on point! I would definitely visit again.,5
5882,Would Definitely Recommend!,"Food, service and drinks all amazing! Restaurant decor was lovely as well. Would definitely recommend to everyone!",5
5883,Dinner,"Went with friends on a Friday night, busy good atmosphere and ambiance.

We all enjoyed the set meal although portions were a little on the small side.

Service was excellent and very attentive.

Drinks a little expensive but overall excellent would recommend",4
5884,Food good but service let it down at timeses,We felt neglected at times and had to ask for things. Waiters had their preferred customers. Food was good,4
5885,Wow!,"My partner and I visited for his birthday yesterday evening as part of a red letter day experience (3 courses and cocktail) and we could not fault the food, service and location of the restaurant. We upgraded to the VIP option for an additional £50...More",5
5886,"Smashing ambience, V good attentive service, great menu & Steaks cooked exactly as ordered.","Family dinner at a great venue, walking into the restaurant left us feeling welcome and relaxed, we ate off the £27.50 Fixed Price Menu which was nicely varied, we ended up spending a lot more than that as we had some very nice fairly priced...More",5
5887,Amazing,"Looked after really well from start to finish. Very attentive waiter, quick service and all 3 courses were exquisite",5
5888,Brilliant lunch,The food was absolutely delicious. The staff were friendly and atmosphere was very nice. We had a virgin experience and it was lovely you had to pay for the sides but it was a really lovely meal. We would highly recommend it.,5
5889,Fabulous lunch,"From beginning to end we were happy with the excellent food, attentive service and great list of beverages. Hope to be back soon.",5
5890,Great Day,After a trip up The Shard we went for a meal at The London Steakhouse we had a set meal menu and a free cocktail the meal was first class the staff very attentive and we had such a lovely day can't wait to visit...More,5
5891,Night out,"Decor,service,cocktails all five star however not the best steak we have tasted ! We would go back and hopefully the chef would have a better night !",4
5892,Shard Experience,We visited the restaurant as part of a Shard Experience Trip.The restaurant part was extremely enjoyable .the staff were excellent as was the food.I would recommend to anyone,5
5893,5/5,"Bought my boyfriend the virgin experience days voucher - 3 course meal champagne celebration. The food was amazing as was the service, made him feel so special.",5
5894,Excellent,Superb food and quality service. A welcoming atmosphere for which we were comfortable and well attended to all evening.,5
5895,Excellent restaurant,"Marco Pierre White's London City restaurant is very warm and friendly with excellent food and excellent service. 
We found the decor and surroundings very calming and we had a lovely lunch. 
I would definitely recommend MPW City and we will be returning.",5
5896,Virgin experience.,"Nice friendly staff, food ok.. have had better, plates not hot, steak over cooked. Trying to hard to sell posh ketchup.",3
5897,Nice evening. Extras are expensive ok. Service really great.,Generally a good evening. The food rather mass production stuff but perfecrly edible. Staff were lovely and helped with dietary requirements without any fuss at all which was nice. Coctails lovely but at 11.50 i would expect them to be!,4
